sensor_id,value,timestamp,event_id
2,18.8,2023-07-02 01:26:00,9
2,87.2,2023-07-02 01:58:00,9
2,21.44,2023-07-02 01:29:00,9
2,15.93,2023-07-02 01:04:00,9
2,90.21,2023-07-02 01:09:00,9
2,61.14,2023-07-02 00:48:00,9
2,26.65,2023-07-02 01:46:00,9
2,62.32,2023-07-02 01:51:00,9
2,17.0,2023-07-02 01:34:00,9
2,74.95,2023-07-02 00:49:00,9
2,5.61,2023-07-02 00:59:00,9
2,11.51,2023-07-09 00:52:00,10
2,55.88,2023-07-09 01:40:00,10
2,97.36,2023-07-09 01:54:00,10
2,2.73,2023-07-09 01:25:00,10
2,68.34,2023-07-09 01:28:00,10
2,26.99,2023-07-09 01:40:00,10
2,26.97,2023-07-09 01:28:00,10
2,6.45,2023-07-09 01:09:00,10
2,98.07,2023-07-09 00:32:00,10
2,42.33,2023-07-09 01:48:00,10
2,42.49,2023-07-09 00:37:00,10
2,64.51,2023-07-09 01:33:00,10
2,15.67,2023-07-09 01:26:00,10
2,53.59,2023-07-09 00:59:00,10
2,8.91,2023-07-09 01:26:00,10
2,59.8,2023-07-09 00:14:00,10
2,56.36,2023-07-23 01:32:00,11
2,86.93,2023-07-23 00:52:00,11
2,55.61,2023-07-23 00:22:00,11
2,36.32,2023-07-23 00:19:00,11
2,55.55,2023-07-23 00:14:00,11
2,52.45,2023-07-23 00:38:00,11
2,78.8,2023-07-23 00:15:00,11
2,13.56,2023-07-23 01:30:00,11
2,51.88,2023-07-23 01:16:00,11
2,6.07,2023-07-23 01:25:00,11
2,86.01,2023-07-23 01:24:00,11
2,97.01,2023-07-23 00:31:00,11
2,17.26,2023-07-23 00:01:00,11
2,74.1,2023-07-23 00:32:00,11
2,81.85,2023-07-23 00:35:00,11
2,33.98,2023-07-23 00:16:00,11
2,42.88,2023-07-30 00:37:00,12
2,47.32,2023-07-30 00:07:00,12
2,75.39,2023-07-30 00:54:00,12
2,45.23,2023-07-30 00:07:00,12
2,15.24,2023-07-30 00:40:00,12
2,74.66,2023-07-30 00:57:00,12
2,40.01,2023-07-30 00:09:00,12
2,5.88,2023-07-30 01:09:00,12
2,75.19,2023-07-30 01:05:00,12
2,39.89,2023-07-30 00:33:00,12
2,60.29,2023-07-30 01:48:00,12
2,78.75,2023-07-30 01:44:00,12
2,67.63,2023-07-30 00:46:00,12
2,31.8,2023-07-30 01:22:00,12
2,63.18,2023-07-30 00:06:00,12
2,91.41,2023-07-30 01:57:00,12
2,51.64,2023-07-30 00:04:00,12
2,67.08,2023-07-30 00:55:00,12
2,73.21,2023-08-27 01:51:00,13
2,7.89,2023-08-27 01:24:00,13
2,8.45,2023-08-27 01:01:00,13
2,89.2,2023-08-27 00:29:00,13
2,52.82,2023-08-27 01:26:00,13
2,83.92,2023-08-27 00:34:00,13
2,92.08,2023-08-27 01:38:00,13
2,83.91,2023-08-27 00:21:00,13
2,2.75,2023-08-27 01:08:00,13
2,45.56,2023-08-27 01:00:00,13
2,1.34,2023-08-27 01:08:00,13
2,83.36,2023-08-27 00:28:00,13
2,36.91,2023-08-27 00:27:00,13
2,33.24,2023-08-27 00:41:00,13
2,83.5,2023-08-27 01:05:00,13
2,75.73,2023-08-27 00:16:00,13
2,94.54,2023-08-27 00:09:00,13
2,49.74,2023-08-27 01:41:00,13
2,9.72,2023-08-27 00:23:00,13
2,80.12,2023-08-27 01:26:00,13
2,81.76,2023-09-03 00:05:00,14
2,96.81,2023-09-03 00:20:00,14
2,58.85,2023-09-03 01:21:00,14
2,86.37,2023-09-03 00:08:00,14
2,50.35,2023-09-03 00:45:00,14
2,51.41,2023-09-03 01:10:00,14
2,6.57,2023-09-03 01:30:00,14
2,28.97,2023-09-03 01:44:00,14
2,89.48,2023-09-03 00:20:00,14
2,13.1,2023-09-03 01:50:00,14
2,62.65,2023-09-03 01:55:00,14
2,54.53,2023-09-03 01:22:00,14
2,98.74,2023-09-03 01:11:00,14
2,24.75,2023-09-17 00:34:00,15
2,29.58,2023-09-17 00:30:00,15
2,16.52,2023-09-17 01:11:00,15
2,94.51,2023-09-17 00:36:00,15
2,75.43,2023-09-17 01:51:00,15
2,66.66,2023-09-17 00:26:00,15
2,79.31,2023-09-17 01:12:00,15
2,91.89,2023-09-17 00:06:00,15
2,98.61,2023-09-17 00:36:00,15
2,7.08,2023-09-17 01:04:00,15
2,21.3,2023-09-17 01:54:00,15
2,46.22,2023-09-17 01:46:00,15
2,34.55,2023-09-17 01:00:00,15
2,15.39,2023-09-17 01:44:00,15
2,89.24,2023-09-17 01:08:00,15
2,88.47,2023-09-17 01:21:00,15
2,5.91,2023-09-17 00:44:00,15
2,77.52,2023-09-17 01:49:00,15
2,29.05,2023-09-17 00:26:00,15
2,93.92,2023-09-17 00:36:00,15
2,6.29,2023-09-24 01:49:00,16
2,56.91,2023-09-24 00:59:00,16
2,73.36,2023-09-24 00:57:00,16
2,8.98,2023-09-24 00:38:00,16
2,47.17,2023-09-24 01:35:00,16
2,26.67,2023-09-24 01:14:00,16
2,34.71,2023-09-24 01:06:00,16
2,91.32,2023-09-24 01:40:00,16
2,53.39,2023-09-24 00:55:00,16
2,8.71,2023-09-24 01:46:00,16
2,41.4,2023-09-24 00:44:00,16
2,80.15,2023-09-24 00:41:00,16
2,88.96,2023-10-08 01:50:00,17
2,4.46,2023-10-08 00:31:00,17
2,28.54,2023-10-08 01:14:00,17
2,18.66,2023-10-08 00:40:00,17
2,11.16,2023-10-08 01:41:00,17
2,40.37,2023-10-08 00:56:00,17
2,11.28,2023-10-08 00:47:00,17
2,80.69,2023-10-08 01:22:00,17
2,61.34,2023-10-08 01:30:00,17
2,34.99,2023-10-08 00:09:00,17
2,98.02,2023-10-08 01:59:00,17
2,85.7,2023-10-08 01:41:00,17
2,83.26,2023-10-08 01:02:00,17
2,65.69,2023-10-08 00:49:00,17
2,17.95,2023-10-08 00:16:00,17
2,45.0,2023-10-08 00:43:00,17
2,63.94,2023-10-08 00:23:00,17
2,25.62,2023-10-08 00:41:00,17
2,97.77,2023-10-08 01:50:00,17
2,42.42,2023-10-22 01:45:00,18
2,32.91,2023-10-22 01:53:00,18
2,50.85,2023-10-22 01:59:00,18
2,1.49,2023-10-22 00:53:00,18
2,85.97,2023-10-22 00:24:00,18
2,48.4,2023-10-22 00:08:00,18
2,55.26,2023-10-22 00:41:00,18
2,99.03,2023-10-22 01:26:00,18
2,1.57,2023-10-22 00:36:00,18
2,86.12,2023-10-22 00:23:00,18
2,3.54,2023-10-22 01:29:00,18
2,15.85,2023-10-22 00:36:00,18
2,54.97,2023-10-29 00:27:00,19
2,22.48,2023-10-29 00:03:00,19
2,91.63,2023-10-29 00:07:00,19
2,14.98,2023-10-29 00:15:00,19
2,27.89,2023-10-29 00:39:00,19
2,15.9,2023-10-29 00:10:00,19
2,66.87,2023-10-29 01:51:00,19
2,43.25,2023-10-29 01:26:00,19
2,38.69,2023-10-29 00:02:00,19
2,67.84,2023-10-29 00:35:00,19
2,5.67,2023-10-29 01:55:00,19
2,5.62,2023-10-29 01:37:00,19
2,35.8,2023-10-29 00:55:00,19
2,8.93,2023-10-29 00:13:00,19
2,70.14,2023-10-29 01:18:00,19
2,86.91,2023-10-29 01:48:00,19
2,73.95,2023-10-29 01:57:00,19
2,44.89,2023-10-29 01:35:00,19
2,37.63,2023-11-05 01:05:00,20
2,48.06,2023-11-05 01:26:00,20
2,46.56,2023-11-05 01:41:00,20
2,1.61,2023-11-05 00:43:00,20
2,46.2,2023-11-05 00:27:00,20
2,51.17,2023-11-05 01:04:00,20
2,53.31,2023-11-05 00:06:00,20
2,92.41,2023-11-05 01:24:00,20
2,76.8,2023-11-05 00:26:00,20
2,95.92,2023-11-05 00:41:00,20
2,88.45,2023-11-19 01:45:00,21
2,75.72,2023-11-19 01:46:00,21
2,79.48,2023-11-19 00:45:00,21
2,70.26,2023-11-19 01:02:00,21
2,27.19,2023-11-19 01:50:00,21
2,75.71,2023-11-19 00:12:00,21
2,6.51,2023-11-19 00:16:00,21
2,70.92,2023-11-19 01:23:00,21
2,70.26,2023-11-19 01:24:00,21
2,60.42,2023-11-19 01:19:00,21
2,42.33,2023-11-26 00:28:00,22
2,55.57,2023-11-26 01:37:00,22
2,50.16,2023-11-26 00:01:00,22
2,64.25,2023-11-26 01:15:00,22
2,8.3,2023-11-26 01:46:00,22
2,65.91,2023-11-26 01:42:00,22
2,7.47,2023-11-26 01:11:00,22
2,28.79,2023-11-26 00:49:00,22
2,61.18,2023-11-26 00:02:00,22
2,58.6,2023-11-26 01:27:00,22
2,99.29,2023-11-26 01:25:00,22
2,5.01,2023-11-26 00:56:00,22
2,37.01,2023-11-26 01:29:00,22
2,85.65,2023-11-26 00:18:00,22
